image_name,region,image_path,gt_fg_ratio,lora_mIoU,hl_mIoU,lora_F1,hl_F1,lora_Boundary_IoU,hl_Boundary_IoU,lora_fp_ratio,hl_fp_ratio,lora_fn_ratio,hl_fn_ratio,delta_mIoU,delta_F1,delta_Boundary_IoU,delta_fp_ratio,delta_fn_ratio,tag
dunedin_423,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_423.tif,0.08685302734375,0.851569749459281,0.8820290676495607,0.9198354528181423,0.9373171571159497,0.5100873010086561,0.6079113924081652,0.011810302734375,0.007373809814453125,0.002834320068359375,0.003742218017578125,0.030459318190279694,0.017481704297807377,0.0978240913995091,0.004436492919921875,-0.00090789794921875,additional
dunedin_545,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_545.tif,0.041484832763671875,0.7251066856349566,0.7734404898601344,0.8406514120806405,0.8722485973246774,0.34243030232510957,0.43974820144604637,0.012149810791015625,0.00835418701171875,0.002593994140625,0.00293731689453125,0.048333804225177746,0.031597185244036874,0.0973178991209368,0.003795623779296875,-0.00034332275390625,additional
dunedin_145,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_145.tif,0.01047515869140625,0.7439465627680505,0.7839834515430265,0.8531758697757234,0.8789133675686779,0.34187082407788155,0.4389267120769353,0.003231048583984375,0.00243377685546875,0.000278472900390625,0.000354766845703125,0.04003688877497602,0.025737497792954533,0.09705588799905374,0.000797271728515625,-7.62939453125e-05,additional
dunedin_107,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_107.tif,0.050792694091796875,0.8198501397014234,0.8528770562208305,0.9010084092260686,0.9205975683676664,0.4484664571426415,0.5451039962661239,0.009281158447265625,0.00695037841796875,0.0015411376953125,0.001544952392578125,0.033026916519407146,0.019589159141597756,0.09663753912348244,0.002330780029296875,-3.814697265625e-06,additional
dunedin_810,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_810.tif,0.3376350402832031,0.8571170828030741,0.8850983892395746,0.9230619768025934,0.9390474197970968,0.507095553454121,0.6025863299822494,0.04294586181640625,0.029918670654296875,0.011432647705078125,0.0123138427734375,0.02798130643650054,0.01598544299450344,0.09549077652812832,0.013027191162109375,-0.000881195068359375,additional
dunedin_1112,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_1112.tif,0.10984039306640625,0.8076846562656445,0.84096035137749,0.8936123382648237,0.913610497638493,0.3687482956129329,0.4641994224794378,0.024387359619140625,0.01869964599609375,0.00142669677734375,0.001743316650390625,0.03327569511184558,0.019998159373669333,0.09545112686650492,0.005687713623046875,-0.000316619873046875,additional
kitsap_1279,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_1279.tif,0.021610260009765625,0.8021961715417392,0.8451460142092321,0.8902428983129663,0.9160749422541187,0.45761986302530777,0.5525017618145994,0.00409698486328125,0.00255584716796875,0.000988006591796875,0.001186370849609375,0.04294984266749291,0.02583204394115235,0.09488189878929165,0.0015411376953125,-0.0001983642578125,additional
kitsap_2115,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_2115.tif,0.018341064453125,0.8247553461430817,0.8619826756523199,0.9039626576630851,0.9258761501093159,0.5356083086168247,0.6304874764441021,0.00270843505859375,0.001476287841796875,0.000980377197265625,0.00125885009765625,0.03722732950923824,0.021913492446230753,0.09487916782727734,0.001232147216796875,-0.000278472900390625,additional
wuxi_96,wuxi,/path/to/project/data/raw/processed_slim/target_whu/test/images/wuxi_96.tif,0.09018707275390625,0.8924995129558055,0.9097529572708226,0.9431965576168018,0.9527441272517587,0.34641569884733125,0.4404827207975798,0.007717132568359375,0.0046234130859375,0.0028076171875,0.003932952880859375,0.017253444315017075,0.009547569634956954,0.09406702195024852,0.003093719482421875,-0.001125335693359375,additional
dunedin_121,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_121.tif,0.20468902587890625,0.8443067905554262,0.8738031273681308,0.9155817187021112,0.9326520108816148,0.43871886121196185,0.5323619631919771,0.0243988037109375,0.01682281494140625,0.01126861572265625,0.01113128662109375,0.029496336812704582,0.01707029217950351,0.0936431019800153,0.00757598876953125,0.0001373291015625,additional
dunedin_922,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_922.tif,0.3779487609863281,0.8817282877150585,0.9069139514176359,0.9371472953576021,0.9511849769030171,0.523209639874957,0.6167513739109608,0.03444671630859375,0.0204620361328125,0.0143280029296875,0.01662445068359375,0.025185663702577354,0.01403768154541496,0.09354173403600374,0.01398468017578125,-0.00229644775390625,additional
dunedin_434,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_434.tif,0.16460037231445312,0.8241657311974198,0.8565333333336393,0.9036083916084995,0.9227233553577446,0.45066311085681615,0.5441521931700075,0.02230072021484375,0.01421356201171875,0.010562896728515625,0.011440277099609375,0.032367602136219586,0.01911496374924515,0.09348908231319136,0.008087158203125,-0.00087738037109375,additional
